Company,Sector,Stage,Amount,Location,About,Funding Year
Pickrr,Logistics,Early Stage Funding,4000000.0,New Delhi,Pickrr is an on-demand first mile logistics company,2020
PhonePe,FinTech,Early Stage Funding,20000000.0,Andheri,PhonePe is a mobile payment application that enables users to transfer money instantly.,2020
Countingwell,EdTech,Early Stage Funding,1000000.0,Bengaluru,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",2020
Callify.ai,Tech Startup,Seed and Pre-Seed Funding,560000.0,Mumbai,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,2020
Hudle,Sports,Early Stage Funding,3000000.0,New Delhi,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,2020
Cover it Up,E-commerce,Seed and Pre-Seed Funding,400000.0,Chennai,Online portal that churns out high quality products,2020
BiteSpeed,E-commerce,Seed and Pre-Seed Funding,275000.0,Gurugram,Chat-based commerce for E-commerce brands,2020
WakeFit,Retail,Later Stage Funding,20000000.0,Bengaluru,Wakefitkart is a mattress manufacturing company,2020
Sreyas Holistic Remedies,Medtech,Early Stage Funding,1000000.0,Hyderabad,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,2020
Fleeca India,Tyre management,Early Stage Funding,3000000.0,Jaipur,FLEECA is a Tyre Care Provider company.,2020
M1xchange,FinTech,Early Stage Funding,4500000.0,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2020
Exotel,Cloud company,Early Stage Funding,5000000.0,Bengaluru,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,2020
PagarBook,Software company,Early Stage Funding,15000000.0,Bengaluru,"Staff's Salary, Work & Attendance Management Application",2020
PointOne Capital,Venture capitalist,Early Stage Funding,3000000.0,Bengaluru,Pre-seed/Seed focussed VC investor,2020
Ayana,Renewable player,Early Stage Funding,390000000.0,Bengaluru,Ayana Renewable Power is an Indian renewable energy platform,2020
Fisdom,FinTech,Early Stage Funding,7000000.0,Bengaluru,Fisdom is a fintech company that offers investment advisory services through an application.,2020
Tinker Coders,EdTech,Seed and Pre-Seed Funding,3000000.0,Noida,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,2020
Infinite Uptime,IoT startup,Later Stage Funding,5100000.0,Pune,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,2020
HappyLocate,SaaS startup,Early Stage Funding,500000.0,Bengaluru,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",2020
PhonePe,FinTech,Early Stage Funding,700000000.0,New Delhi,PhonePe is a mobile payments application that allows the user to transfer money instantly.,2020
Loop Health,HealthTech,Seed and Pre-Seed Funding,2300000.0,Pune,Loop Health is bringing ease and choice to patients seeking major medical treatments.,2020
NeoDocs,HealthTech,Seed and Pre-Seed Funding,3000000.0,Mumbai,Neodocs analyses medical reports and provides personalised health recommendations remotely.,2020
The ePlane,Aero company,Seed and Pre-Seed Funding,3000000.0,Chennai,Transforming the mobility landscape using aerial transport.,2020
TagMango,Marketing company,Seed and Pre-Seed Funding,700000.0,Mumbai,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",2020
The New Shop,Retail startup,Seed and Pre-Seed Funding,500000.0,New Delhi,The New Shop is a chain of high speed retail stores,2020
MobiKwik,FinTech,Early Stage Funding,7000000.0,Gurugram,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",2020
DebugsBunny,EdTech,Early Stage Funding,100000.0,Pune,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,2020
BHIVE Investech,Co-working Startup,Seed and Pre-Seed Funding,1000000.0,Bengaluru,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,2020
Rivigo,Logistics,Early Stage Funding,19000000.0,Gurugram,Rivigo is a technology-enabled logistics platform provider that offers transport services.,2020
ZipLoan,Finance company,Early Stage Funding,3000000.0,New Delhi,ZipLoan is a online lending platform,2020
Swipez,FinTech,Early Stage Funding,3000000.0,Pune,Swipez is a payment collection platform.,2020
Humus,AgriTech,Early Stage Funding,3000000.0,Bengaluru,Farmgate to Retail outlet Agri-Fresh produce supply chain,2020
Artivatic.ai,Tech company,Early Stage Funding,3000000.0,Bengaluru,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",2020
Prescinto,Solar Monitoring Company,Seed and Pre-Seed Funding,3000000.0,Ahmedabad,Prescinto provides solutions for solar monitoring and analytics solutions.,2020
Toppeq,SaaS startup,Seed and Pre-Seed Funding,3000000.0,Mumbai,SaaS-based equity management platform,2020
Bolo Indya,Video sharing platform,Early Stage Funding,400000.0,Gurugram,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",2020
Bombay Play,Gaming startup,Seed and Pre-Seed Funding,1000000.0,Bengaluru,Bombay Play is a Card and Toy Company Making games for India.,2020
FreshToHome,E-commerce,Early Stage Funding,3000000.0,Bengaluru,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020
KIKO TV,Video streaming platform,Seed and Pre-Seed Funding,3000000.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2020
Atomberg Technologies,Consumer appliances,Later Stage Funding,9000000.0,Mumbai,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",2020
DealShare,E-commerce,Growth Stage Funding,21000000.0,Jaipur,DealShare is a Social Commerce Startup,2020
Smallcase,FinTech,Early Stage Funding,3000000.0,Bengaluru,Changing how India invests in equities,2020
CueMath,EdTech,Growth Stage Funding,40000000.0,Bengaluru,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,2020
Gamerji,Gaming startup,Seed and Pre-Seed Funding,3000000.0,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",2020
5C Network,HealthTech,Early Stage Funding,1200000.0,Bengaluru,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",2020
Ethereum Push Notification Service,Blockchain startup,Seed and Pre-Seed Funding,750000.0,Mumbai,EPNS is a decentralized notification protocol,2020
Mihup,Conversational AI platform,Early Stage Funding,1500000.0,Kolkata,Intelligence-based personal mobile assistant app,2020
RuralBasket,E-commerce,Early Stage Funding,500000.0,"Tirunelveli, Tamilnadu",Naturally grown and healthy products directly from farmers.,2020
WayCool Foods,AgriTech,Debt Financing,7800000.0,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",2020
Infra.Market,Real Estate,Later Stage Funding,20000000.0,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,2020
Info Edge Venture,Venture capitalist,Early Stage Funding,50000000.0,Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",2020
Clovia,E-commerce,Growth Stage Funding,4000000.0,Noida,Clovia is the online lingerie retailer,2020
Codingal,EdTech,Seed and Pre-Seed Funding,560000.0,Bengaluru,Coding education platform for K-12 students,2020
CRED,Finance company,Growth Stage Funding,80000000.0,Bengaluru,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,2020
Vistaar Finance,Finance company,Early Stage Funding,30000000.0,Bengaluru,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,2020
Let's Dive,SaaS platform,Early Stage Funding,1700000.0,Bengaluru,A platform for remote employee engagement and building team culture,2020
Habitat,EdTech,Seed and Pre-Seed Funding,600000.0,Bengaluru,"Habitat, a social learning edtech platform for civil service aspirants",2020
SAWO Labs,SaaS platform,Seed and Pre-Seed Funding,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,2020
Signzy,AI platform,Early Stage Funding,3000000.0,Bengaluru,Signzy are creating 'building blocks for a Digital Trust system.,2020
KopyKitab,EdTech,Early Stage Funding,3000000.0,Bengaluru,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",2020
Kyt,EdTech,Early Stage Funding,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,2020
Raskik,Fusion beverages,Early Stage Funding,1000000.0,Gurugram,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,2020
GetWork,HR Tech,Seed and Pre-Seed Funding,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2020
Mobile Premier League (MPL),Gaming,Later Stage Funding,500000.0,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2020
Pravasirojgar,Job portal,Early Stage Funding,33000000.0,Mumbai,Initiative for blue-collar job workers,2020
Omatra Hotels,Hospitality,Seed and Pre-Seed Funding,3000000.0,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,2020
Awign,Job portal,Later Stage Funding,3000000.0,Bengaluru,Operations and manpower outsourcing startup,2020
NewsReach,Digital Media,Seed and Pre-Seed Funding,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,2020
Cashfree,FinTech,Later Stage Funding,35000000.0,Bengaluru,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2020
Credgenics,FinTech,Early Stage Funding,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020
GeoIQ,AI startup,Seed and Pre-Seed Funding,300000.0,Bengaluru,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",2020
Country Delight,Dairy startup,Growth Stage Funding,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020
Quintype,Content management,Early Stage Funding,3500000.0,Bengaluru,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",2020
CARS24,Retail,Growth Stage Funding,200000000.0,Haryana,CARS24 is an India-based platform for selling used cars.,2020
Astrogate Labs,Spacetech,Early Stage Funding,3000000.0,Bengaluru,Astrogate Labs provides high-quality products related to space infrastructure.,2020
Power Gummies,HealthTech,Bridge Funding,3000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2020
Cityflo,Transportation,Early Stage Funding,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,2020
AlgoBulls,Trading platform,Early Stage Funding,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,2020
Credgenics,FinTech,Early Stage Funding,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020
Inntot,Tech company,Early Stage Funding,3000000.0,Kerala,"Inntot Technologies, is a technology driven company.",2020
Ensuredit,FinTech,Early Stage Funding,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,2020
Shipsy,AI Company,Early Stage Funding,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,2020
ERPNext,Tech company,Early Stage Funding,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",2020
